Appid,Name,Game price (ARS),Discount,Cheapest card price (USD),Cheapest card price (ARS),Number of cards in total,Obtainable cards,Steam commission (ARS),Value of the cards obtainable without the steam commission (ARS),Approximate minimum profit (ARS),Price multiplied by number of accounts (ARS),Date of purchase,Offer type,New highest discount?,Days since the offer started,Days for the offer to end,Steamcardexchange link,Steam store link,SI
391730,Crashlands,143.99,-20%,0.06,3.3,6,3,1.48,9.89,-135.58,-1491.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-391730,https://store.steampowered.com/app/391730/Crashlands/,]
318530,Wings of Vi,143.99,-20%,0.06,3.3,5,3,1.48,9.89,-135.58,-1491.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-318530,https://store.steampowered.com/app/318530/Wings_of_Vi/,]
779290,Stygian: Reign of the Old Ones,149.99,-75%,0.04,2.2,15,8,2.64,17.6,-135.03,-1485.33,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-779290,https://store.steampowered.com/app/779290/Stygian_Reign_of_the_Old_Ones/,]
926860,Bloody Rally Show,146.24,-35%,0.06,3.3,8,4,1.98,13.2,-135.02,-1485.22,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-926860,https://store.steampowered.com/app/926860/Bloody_Rally_Show/,]
1117380,Project Cappuccino,143.99,-20%,0.05,2.75,8,4,1.65,11.0,-134.64,-1481.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1117380,https://store.steampowered.com/app/1117380/Project_Cappuccino/,]
774511,Megadimension Neptunia VIIR,148.49,-55%,0.1,5.5,5,3,2.47,16.5,-134.46,-1479.06,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-774511,https://store.steampowered.com/app/774511/Megadimension_Neptunia_VIIR/,]
699740,BANNERMEN,148.49,-55%,0.1,5.5,5,3,2.47,16.5,-134.46,-1479.06,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-699740,https://store.steampowered.com/app/699740/BANNERMEN/,]
585420,Trailmakers,139.99,-50%,0.04,2.2,6,3,0.99,6.6,-134.38,-1478.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-585420,https://store.steampowered.com/app/585420/Trailmakers/,]
245470,Democracy 3,139.99,-50%,0.04,2.2,6,3,0.99,6.6,-134.38,-1478.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-245470,https://store.steampowered.com/app/245470/Democracy_3/,]
574160,Senko no Ronde 2 旋光の輪舞２,153.99,-65%,0.07,3.85,12,6,3.46,23.1,-134.35,-1477.85,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-574160,https://store.steampowered.com/app/574160/Senko_no_Ronde_2/,]
389170,Songs for a Hero,142.49,-25%,0.06,3.3,5,3,1.48,9.89,-134.08,-1474.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-389170,https://store.steampowered.com/app/389170/Songs_for_a_Hero/,]
204880,Sins of a Solar Empire®: Rebellion,145.19,-67%,0.03,1.65,15,8,1.98,13.2,-133.97,-1473.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-204880,https://store.steampowered.com/app/204880/Sins_of_a_Solar_Empire_Rebellion/,]
516600,Bai Qu: Hundreds of Melodies,149.99,-50%,0.07,3.85,10,5,2.88,19.25,-133.62,-1469.82,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-516600,https://store.steampowered.com/app/516600/Bai_Qu_Hundreds_of_Melodies/,]
503580,Duck Season,146.24,-35%,0.09,4.95,6,3,2.22,14.85,-133.61,-1469.71,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-503580,https://store.steampowered.com/app/503580/Duck_Season/,]
271260,Star Control®: Origins,148.49,-55%,0.04,2.2,15,8,2.64,17.6,-133.53,-1468.83,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-271260,https://store.steampowered.com/app/271260/Star_Control_Origins/,]
1280260,Overgrown: Genesis,152.99,-15%,0.14,7.7,5,3,3.46,23.1,-133.35,-1466.85,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1280260,https://store.steampowered.com/app/1280260/Overgrown_Genesis/,]
397460,The Jackbox Party Pack 2,139.99,-50%,0.05,2.75,6,3,1.23,8.25,-132.97,-1462.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-397460,https://store.steampowered.com/app/397460/The_Jackbox_Party_Pack_2/,]
600460,Dustwind,139.99,-50%,0.05,2.75,5,3,1.23,8.25,-132.97,-1462.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-600460,https://store.steampowered.com/app/600460/Dustwind/,]
517780,Ogre,139.99,-50%,0.05,2.75,6,3,1.23,8.25,-132.97,-1462.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-517780,https://store.steampowered.com/app/517780/Ogre/,]
502600,The Multidimensional Underwear Drawer,139.99,-50%,0.05,2.75,6,3,1.23,8.25,-132.97,-1462.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-502600,https://store.steampowered.com/app/502600/The_Multidimensional_Underwear_Drawer/,]
324310,Bus Simulator 16,142.79,-70%,0.07,3.85,6,3,1.73,11.55,-132.97,-1462.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-324310,https://store.steampowered.com/app/324310/Bus_Simulator_16/,]
587430,I Expect You To Die,139.99,-50%,0.04,2.2,7,4,1.32,8.8,-132.51,-1457.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-587430,https://store.steampowered.com/app/587430/I_Expect_You_To_Die/,]
804010,SteamWorld Quest: Hand of Gilgamech,139.99,-50%,0.04,2.2,8,4,1.32,8.8,-132.51,-1457.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-804010,https://store.steampowered.com/app/804010/SteamWorld_Quest_Hand_of_Gilgamech/,]
1127610,Iris and the Giant,146.99,-30%,0.04,2.2,15,8,2.64,17.6,-132.03,-1452.33,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1127610,https://store.steampowered.com/app/1127610/Iris_and_the_Giant/,]
321060,Gender Bender DNA Twister Extreme,139.99,-50%,0.06,3.3,6,3,1.48,9.89,-131.58,-1447.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-321060,https://store.steampowered.com/app/321060/Gender_Bender_DNA_Twister_Extreme/,]
422610,1775: Rebellion,139.99,-50%,0.06,3.3,6,3,1.48,9.89,-131.58,-1447.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-422610,https://store.steampowered.com/app/422610/1775_Rebellion/,]
359600,Assassin’s Creed® Chronicles: Russia,149.7,-70%,0.13,7.15,5,3,3.21,21.45,-131.45,-1445.94,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-359600,https://store.steampowered.com/app/359600/Assassins_Creed_Chronicles_Russia/,]
354380,Assassin’s Creed® Chronicles: China,149.7,-70%,0.13,7.15,5,3,3.21,21.45,-131.45,-1445.94,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-354380,https://store.steampowered.com/app/354380/Assassins_Creed_Chronicles_China/,]
646570,Slay the Spire,139.99,-50%,0.04,2.2,9,5,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-646570,https://store.steampowered.com/app/646570/Slay_the_Spire/,]
580200,Yonder: The Cloud Catcher Chronicles,139.99,-50%,0.05,2.75,7,4,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-580200,https://store.steampowered.com/app/580200/Yonder_The_Cloud_Catcher_Chronicles/,]
300570,Infinifactory,139.99,-50%,0.04,2.2,10,5,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-300570,https://store.steampowered.com/app/300570/Infinifactory/,]
526160,The Wild Eight,139.99,-50%,0.05,2.75,8,4,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-526160,https://store.steampowered.com/app/526160/The_Wild_Eight/,]
255320,Edna & Harvey: The Breakout,139.99,-90%,0.05,2.75,7,4,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-255320,https://store.steampowered.com/app/255320/Edna__Harvey_The_Breakout/,]
1051960,Fly Punch Boom!,139.99,-30%,0.05,2.75,8,4,1.65,11.0,-130.64,-1437.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1051960,https://store.steampowered.com/app/1051960/Fly_Punch_Boom/,]
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,134.99,-40%,0.04,2.2,6,3,0.99,6.6,-129.38,-1423.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-410320,https://store.steampowered.com/app/410320/EARTH_DEFENSE_FORCE_41_The_Shadow_of_New_Despair/,]
1040070,Merchant of the Skies,134.99,-25%,0.04,2.2,6,3,0.99,6.6,-129.38,-1423.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1040070,https://store.steampowered.com/app/1040070/Merchant_of_the_Skies/,]
370120,Pirate Code,134.99,-25%,0.04,2.2,6,3,0.99,6.6,-129.38,-1423.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-370120,https://store.steampowered.com/app/370120/Pirate_Code/,]
485460,The Banner Saga 3,140.69,-50%,0.05,2.75,9,5,2.06,13.75,-129.0,-1419.0,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-485460,https://store.steampowered.com/app/485460/The_Banner_Saga_3/,]
803040,Master of the Harem Guild,149.99,-50%,0.15,8.25,5,3,3.71,24.75,-128.95,-1418.44,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-803040,https://store.steampowered.com/app/803040/Master_of_the_Harem_Guild/,]
512790,Quern - Undying Thoughts,139.99,-50%,0.06,3.3,8,4,1.98,13.2,-128.77,-1416.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-512790,https://store.steampowered.com/app/512790/Quern__Undying_Thoughts/,]
751500,TINY METAL,139.99,-50%,0.06,3.3,7,4,1.98,13.2,-128.77,-1416.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-751500,https://store.steampowered.com/app/751500/TINY_METAL/,]
751500,TINY METAL,139.99,-50%,0.06,3.3,7,4,1.98,13.2,-128.77,-1416.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-751500,https://store.steampowered.com/app/751500/TINY_METAL/,]
459370,Riverbond,139.99,-50%,0.08,4.4,6,3,1.98,13.2,-128.77,-1416.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-459370,https://store.steampowered.com/app/459370/Riverbond/,]
831660,Monobeno-HAPPY END- Deluxe,145.19,-56%,0.12,6.6,5,3,2.96,19.79,-128.36,-1411.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-831660,https://store.steampowered.com/app/831660/MonobenoHAPPY_END_Deluxe/,]
1058130,Queen's Wish: The Conqueror,134.99,-40%,0.05,2.75,5,3,1.23,8.25,-127.97,-1407.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1058130,https://store.steampowered.com/app/1058130/Queens_Wish_The_Conqueror/,]
1387290,Shohei's Adult Streaming Channel,135.99,-15%,0.06,3.3,5,3,1.48,9.89,-127.58,-1403.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1387290,https://store.steampowered.com/app/1387290/Shoheis_Adult_Streaming_Channel/,]
386480,Blood Code,149.99,-50%,0.08,4.4,11,6,3.96,26.4,-127.55,-1403.05,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-386480,https://store.steampowered.com/app/386480/Blood_Code/,]
452440,Flowers -Le volume sur printemps-,146.24,-35%,0.08,4.4,9,5,3.3,22.0,-127.54,-1402.94,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-452440,https://store.steampowered.com/app/452440/Flowers_Le_volume_sur_printemps/,]
1088790,Rebel Inc: Escalation,134.99,-25%,0.04,2.2,8,4,1.32,8.8,-127.51,-1402.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1088790,https://store.steampowered.com/app/1088790/Rebel_Inc_Escalation/,]
673600,Prison Boss VR,134.99,-40%,0.04,2.2,8,4,1.32,8.8,-127.51,-1402.61,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-673600,https://store.steampowered.com/app/673600/Prison_Boss_VR/,]
317300,Roommates,139.99,-50%,0.09,4.95,6,3,2.22,14.85,-127.36,-1400.96,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-317300,https://store.steampowered.com/app/317300/Roommates/,]
523610,Beyond Enemy Lines,139.74,-35%,0.09,4.95,5,3,2.22,14.85,-127.11,-1398.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-523610,https://store.steampowered.com/app/523610/Beyond_Enemy_Lines/,]
873940,Crying Suns,134.39,-52%,0.04,2.2,7,4,1.32,8.8,-126.9,-1395.9,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-873940,https://store.steampowered.com/app/873940/Crying_Suns/,]
333390,Tales of Aravorn: Seasons Of The Wolf,139.99,-50%,0.07,3.85,8,4,2.31,15.4,-126.9,-1395.9,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-333390,https://store.steampowered.com/app/333390/Tales_of_Aravorn_Seasons_Of_The_Wolf/,]
355680,Overland,134.99,-40%,0.06,3.3,6,3,1.48,9.89,-126.58,-1392.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-355680,https://store.steampowered.com/app/355680/Overland/,]
510540,Long Gone Days,134.99,-25%,0.06,3.3,6,3,1.48,9.89,-126.58,-1392.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-510540,https://store.steampowered.com/app/510540/Long_Gone_Days/,]
846870,Yooka-Laylee and the Impossible Lair,131.99,-60%,0.04,2.2,6,3,0.99,6.6,-126.38,-1390.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-846870,https://store.steampowered.com/app/846870/YookaLaylee_and_the_Impossible_Lair/,]
107410,Arma 3,137.49,-75%,0.06,3.3,8,4,1.98,13.2,-126.27,-1388.97,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-107410,https://store.steampowered.com/app/107410/Arma_3/,]
362940,Courier of the Crypts,132.99,-30%,0.05,2.75,6,3,1.23,8.25,-125.97,-1385.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-362940,https://store.steampowered.com/app/362940/Courier_of_the_Crypts/,]
298050,Master of Orion,139.99,-50%,0.06,3.3,9,5,2.47,16.5,-125.96,-1385.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-298050,https://store.steampowered.com/app/298050/Master_of_Orion/,]
305490,Heileen 3: New Horizons,139.99,-50%,0.05,2.75,12,6,2.47,16.5,-125.96,-1385.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-305490,https://store.steampowered.com/app/305490/Heileen_3_New_Horizons/,]
611620,TheNightfall,139.99,-50%,0.1,5.5,6,3,2.47,16.5,-125.96,-1385.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-611620,https://store.steampowered.com/app/611620/TheNightfall/,]
359610,Assassin’s Creed® Chronicles: India,149.7,-70%,0.17,9.35,5,3,4.2,28.04,-125.85,-1384.35,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-359610,https://store.steampowered.com/app/359610/Assassins_Creed_Chronicles_India/,]
641320,Cooking Simulator,134.99,-40%,0.05,2.75,7,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-641320,https://store.steampowered.com/app/641320/Cooking_Simulator/,]
311290,SpellForce 3,134.99,-75%,0.05,2.75,8,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-311290,https://store.steampowered.com/app/311290/SpellForce_3/,]
751780,Forager,134.99,-40%,0.04,2.2,9,5,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-751780,https://store.steampowered.com/app/751780/Forager/,]
673130,AMID EVIL,134.99,-40%,0.05,2.75,7,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-673130,https://store.steampowered.com/app/673130/AMID_EVIL/,]
411300,ELEX,134.99,-75%,0.05,2.75,7,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-411300,https://store.steampowered.com/app/411300/ELEX/,]
762830,Telling Lies,134.99,-40%,0.04,2.2,10,5,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-762830,https://store.steampowered.com/app/762830/Telling_Lies/,]
876650,Aground,134.99,-25%,0.04,2.2,10,5,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-876650,https://store.steampowered.com/app/876650/Aground/,]
834760,Robot Wants It All,134.99,-40%,0.04,2.2,9,5,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-834760,https://store.steampowered.com/app/834760/Robot_Wants_It_All/,]
1252710,Cardaclysm,134.99,-25%,0.05,2.75,8,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1252710,https://store.steampowered.com/app/1252710/Cardaclysm/,]
603380,Dragon Essence - Color My World -,134.99,-40%,0.05,2.75,8,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-603380,https://store.steampowered.com/app/603380/Dragon_Essence__Color_My_World/,]
717850,Sable's Grimoire,134.99,-25%,0.05,2.75,8,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-717850,https://store.steampowered.com/app/717850/Sables_Grimoire/,]
760810,Retimed,134.99,-25%,0.05,2.75,8,4,1.65,11.0,-125.64,-1382.04,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-760810,https://store.steampowered.com/app/760810/Retimed/,]
17450,Dragon Age: Origins,134.85,-85%,0.05,2.75,8,4,1.65,11.0,-125.5,-1380.5,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-17450,https://store.steampowered.com/app/17450/Dragon_Age_Origins/,]
868260,Zoo Constructor,136.49,-35%,0.08,4.4,5,3,1.98,13.2,-125.27,-1377.97,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-868260,https://store.steampowered.com/app/868260/Zoo_Constructor/,]
607050,Wargroove,134.99,-40%,0.03,1.65,13,7,1.73,11.55,-125.17,-1376.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-607050,https://store.steampowered.com/app/607050/Wargroove/,]
368620,Timespinner,134.99,-40%,0.07,3.85,5,3,1.73,11.55,-125.17,-1376.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-368620,https://store.steampowered.com/app/368620/Timespinner/,]
744260,Legend of Homebody,141.91,-16%,0.12,6.6,5,3,2.96,19.79,-125.08,-1375.88,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-744260,https://store.steampowered.com/app/744260/Legend_of_Homebody/,]
476420,Heart of Crown PC,139.99,-50%,0.08,4.4,7,4,2.64,17.6,-125.03,-1375.33,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-476420,https://store.steampowered.com/app/476420/Heart_of_Crown_PC/,]
585450,Shadows: Awakening,131.99,-70%,0.05,2.75,6,3,1.23,8.25,-124.97,-1374.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-585450,https://store.steampowered.com/app/585450/Shadows_Awakening/,]
438130,Root Double -Before Crime * After Days- Xtend Edition,136.49,-65%,0.05,2.75,9,5,2.06,13.75,-124.8,-1372.8,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-438130,https://store.steampowered.com/app/438130/Root_Double_Before_Crime__After_Days_Xtend_Edition/,]
292030,The Witcher® 3: Wild Hunt,143.99,-70%,0.14,7.7,6,3,3.46,23.1,-124.35,-1367.85,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-292030,https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/,]
1271300,Methods: The Detective Competition,134.99,-40%,0.06,3.3,8,4,1.98,13.2,-123.77,-1361.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1271300,https://store.steampowered.com/app/1271300/Methods_The_Detective_Competition/,]
445770,Airport Madness 3D,134.99,-40%,0.04,2.2,11,6,1.98,13.2,-123.77,-1361.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-445770,https://store.steampowered.com/app/445770/Airport_Madness_3D/,]
916060,Loca-Love My Cute Roommate,134.99,-40%,0.08,4.4,6,3,1.98,13.2,-123.77,-1361.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-916060,https://store.steampowered.com/app/916060/LocaLove_My_Cute_Roommate/,]
466560,Northgard,131.99,-60%,0.06,3.3,6,3,1.48,9.89,-123.58,-1359.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-466560,https://store.steampowered.com/app/466560/Northgard/,]
493900,Dungeons 3,131.99,-60%,0.06,3.3,5,3,1.48,9.89,-123.58,-1359.38,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-493900,https://store.steampowered.com/app/493900/Dungeons_3/,]
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,134.99,-25%,0.05,2.75,9,5,2.06,13.75,-123.3,-1356.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-222440,https://store.steampowered.com/app/222440/THE_KING_OF_FIGHTERS_2002_UNLIMITED_MATCH/,]
986800,AVICII Invector,134.99,-40%,0.05,2.75,9,5,2.06,13.75,-123.3,-1356.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-986800,https://store.steampowered.com/app/986800/AVICII_Invector/,]
336440,Super Cane Magic ZERO - Legend of the Cane Cane,134.99,-40%,0.05,2.75,9,5,2.06,13.75,-123.3,-1356.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-336440,https://store.steampowered.com/app/336440/Super_Cane_Magic_ZERO__Legend_of_the_Cane_Cane/,]
461810,CAFE 0 ~The Sleeping Beast~,134.99,-40%,0.05,2.75,10,5,2.06,13.75,-123.3,-1356.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-461810,https://store.steampowered.com/app/461810/CAFE_0_The_Sleeping_Beast/,]
928440,Azure Reflections / 舞華蒼魔鏡,139.99,-50%,0.06,3.3,11,6,2.96,19.79,-123.16,-1354.76,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-928440,https://store.steampowered.com/app/928440/Azure_Reflections/,]
1138100,Touhou Ibunseki - Ayaria Dawn: ReCreation,143.99,-20%,0.09,4.95,10,5,3.71,24.75,-122.95,-1352.45,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1138100,https://store.steampowered.com/app/1138100/Touhou_Ibunseki__Ayaria_Dawn_ReCreation/,]
285190,"Warhammer 40,000: Dawn of War III",137.49,-75%,0.04,2.2,15,8,2.64,17.6,-122.53,-1347.83,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-285190,https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/,]
502520,Ultimate General: Civil War,131.99,-60%,0.07,3.85,6,3,1.73,11.55,-122.17,-1343.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-502520,https://store.steampowered.com/app/502520/Ultimate_General_Civil_War/,]
618740,Beat Hazard 2,128.99,-40%,0.05,2.75,5,3,1.23,8.25,-121.97,-1341.67,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-618740,https://store.steampowered.com/app/618740/Beat_Hazard_2/,]
1184840,Chaos Galaxy,134.99,-25%,0.04,2.2,14,7,2.31,15.4,-121.9,-1340.9,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1184840,https://store.steampowered.com/app/1184840/Chaos_Galaxy/,]
1175360,"I, Dracula: Genesis",132.99,-30%,0.05,2.75,10,5,2.06,13.75,-121.3,-1334.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1175360,https://store.steampowered.com/app/1175360/I_Dracula_Genesis/,]
261640,Borderlands: The Pre-Sequel,129.59,-70%,0.06,3.3,6,3,1.48,9.89,-121.18,-1332.98,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-261640,https://store.steampowered.com/app/261640/Borderlands_The_PreSequel/,]
1126320,Being a DIK - Season 1,144.49,-15%,0.1,5.5,10,5,4.12,27.5,-121.11,-1332.21,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1126320,https://store.steampowered.com/app/1126320/Being_a_DIK__Season_1/,]
389730,TEKKEN 7,134.99,-75%,0.06,3.3,9,5,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-389730,https://store.steampowered.com/app/389730/TEKKEN_7/,]
673950,Farm Together,134.99,-40%,0.06,3.3,9,5,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-673950,https://store.steampowered.com/app/673950/Farm_Together/,]
1006250,Love in the Limelight,134.99,-40%,0.1,5.5,5,3,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-1006250,https://store.steampowered.com/app/1006250/Love_in_the_Limelight/,]
496450,J.A.C.K.,134.99,-25%,0.05,2.75,11,6,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-496450,https://store.steampowered.com/app/496450/JACK/,]
617660,Dong-Jin Rice-hime（東津萌米）,134.99,-40%,0.06,3.3,9,5,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-617660,https://store.steampowered.com/app/617660/DongJin_Ricehime/,]
265470,Even the Ocean,134.99,-25%,0.1,5.5,5,3,2.47,16.5,-120.96,-1330.56,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-265470,https://store.steampowered.com/app/265470/Even_the_Ocean/,]
386280,Vendetta - Curse of Raven's Cry,131.99,-60%,0.03,1.65,15,8,1.98,13.2,-120.77,-1328.47,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-386280,https://store.steampowered.com/app/386280/Vendetta__Curse_of_Ravens_Cry/,]
864680,Rover Mechanic Simulator,127.49,-15%,0.05,2.75,5,3,1.23,8.25,-120.47,-1325.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-864680,https://store.steampowered.com/app/864680/Rover_Mechanic_Simulator/,]
543390,Aeon,125.99,-30%,0.04,2.2,5,3,0.99,6.6,-120.38,-1324.17,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-543390,https://store.steampowered.com/app/543390/Aeon/,]
873290,樱花片落恋模样 This is a very sweet love story.,135.29,-59%,0.04,2.2,15,8,2.64,17.6,-120.32,-1323.52,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-873290,https://store.steampowered.com/app/873290/_This_is_a_very_sweet_love_story/,]
464450,DoDonPachi Resurrection,131.99,-60%,0.05,2.75,10,5,2.06,13.75,-120.3,-1323.3,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-464450,https://store.steampowered.com/app/464450/DoDonPachi_Resurrection/,]
597760,Yuppie Psycho: Executive Edition,129.99,-35%,0.07,3.85,6,3,1.73,11.55,-120.17,-1321.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-597760,https://store.steampowered.com/app/597760/Yuppie_Psycho_Executive_Edition/,]
391220,Rise of the Tomb Raider™,129.99,-80%,0.07,3.85,6,3,1.73,11.55,-120.17,-1321.87,,,,,,https://www.steamcardexchange.net/index.php?gamepage-appid-391220,https://store.steampowered.com/app/391220/Rise_of_the_Tomb_Raider/,]
